molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class
CHEMBL1543295,O=S(=O)(c1ccc(Cl)c(Cl)c1)c1snnc1-c1ccccc1,504.0,504.0,504.0,6.297569463554474,active
CHEMBL1483312,CC(C)N(c1ccccc1)c1ccc(NC(=O)CCl)cc1,505.0,505.0,505.0,6.296708621881338,active
CHEMBL1430074,CCOC(=O)c1c(C)sc2c1N(C(=O)CCl)c1cc(Cl)ccc1S2,506.0,506.0,506.0,6.2958494831602,active
CHEMBL1542809,Cc1oc2c(c1C(=O)N1CCOCC1)C(=O)c1ccccc1C2=O,506.0,506.0,506.0,6.2958494831602,active
CHEMBL1445962,O=C(CCl)N(Cc1cccc([N+](=O)[O-])c1)c1cccc(Cl)c1,512.0,512.0,512.0,6.290730039024169,active
CHEMBL1381030,Oc1cc(-c2ccccc2)[nH]n1,517.0,517.0,517.0,6.286509456906058,active
CHEMBL1420929,Cc1ccc(-c2n[nH]c3c2C(C)C(C#N)=C(N)O3)cc1,518.0,518.0,518.0,6.285670240254767,active
CHEMBL1568113,COc1cccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)c1,520.0,520.0,520.0,6.2839966563652006,active
CHEMBL1350085,CC1=NN(c2ccc(C)cc2C)C(=O)C1C(c1cccc(O)c1)C1C(=O)N(c2ccc(C)cc2C)N=C1C,524.0,524.0,524.0,6.280668713016274,active
CHEMBL1382853,CCN(CC)CCNC(=O)c1ccc2c(c1NCCO)C(=O)c1ccccc1C2=O,524.0,524.0,524.0,6.280668713016274,active
CHEMBL1492010,Oc1cc(-c2ccc(Cl)cc2)[nH]n1,527.0,527.0,527.0,6.278189384787453,active
CHEMBL1587473,Cc1ccc(N(NC(=O)C(O)(c2ccccc2)c2ccccc2)C(=O)CCl)cc1,529.0,529.0,529.0,6.276544327964814,active
CHEMBL1477756,COc1cc(-c2[nH]nc3c2C(c2ccco2)C(C#N)=C(N)O3)cc(OC)c1OC,531.0,531.0,531.0,6.274905478918531,active
CHEMBL3198793,CC1=C(C)/C(=N\OC(=O)/C=C/c2ccccc2)C=CC1=O,532.0,532.0,532.0,6.274088367704952,active
CHEMBL1399938,Cc1cccc(N(Cc2ccccc2)C(=O)CCl)c1,536.0,536.0,536.0,6.270835210307229,active
CHEMBL1400375,O=C1C=C(NCCN2CCOCC2)C(=O)c2cnccc21,536.0,536.0,536.0,6.270835210307229,active
CHEMBL1384468,COC(=O)c1sc(N)c(C(=O)OC)c1Cn1ncc(Cl)c(Cl)c1=O,541.0,541.0,541.0,6.266802734893431,active
CHEMBL1496534,Cc1ccc(S(=O)(=O)N2CC(c3cccc([N+](=O)[O-])c3)C(C(=O)C3CO3)=N2)cc1,547.0,547.0,547.0,6.262012673666569,active
CHEMBL1343343,Oc1cc(-c2ccc(F)cc2)[nH]n1,548.0,548.0,548.0,6.261219441515631,active
CHEMBL1383249,COc1ccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)cc1,548.0,548.0,548.0,6.261219441515631,active
CHEMBL1467294,Cc1cc(Nc2ccccc2)c2c([N+](=O)[O-])ccc(C)c2n1,551.0,551.0,551.0,6.2588484011482155,active
CHEMBL1322618,O=C(NC1CCCC1)C(c1ccc(F)cc1)N(Cc1ccc(F)cc1)C(=O)CCl,557.0,557.0,557.0,6.2541448048262716,active
CHEMBL1381495,CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c2ccccc21,558.0,558.0,558.0,6.253365801062421,active
CHEMBL1429966,CN(C)C(=O)c1ccc2c(c1[N+](=O)[O-])C(=O)c1ccccc1C2=O,558.0,558.0,558.0,6.253365801062421,active
CHEMBL1528243,CC1=NNC(=O)C1Oc1ccccc1,570.0,570.0,570.0,6.2441251443275085,active
CHEMBL1320274,Cc1nn(-c2ccccc2)c(Cl)c1CN(C(=O)CCl)c1cccc2ccccc12,571.0,571.0,571.0,6.243363891754152,active
CHEMBL1610025,CCC(=O)OCCNc1cc(Sc2nc3ccccc3s2)c2nonc2c1[N+](=O)[O-],572.0,572.0,572.0,6.242603971206975,active
CHEMBL1580910,Cc1ccc(S(=O)(=O)N2CC(c3ccc(Br)cc3)C(C(=O)C3CO3)=N2)cc1,578.0,578.0,578.0,6.2380721615794705,active
CHEMBL1559156,O=C1C(Br)=Cc2cccc3cccc1c23,581.0,581.0,581.0,6.235823867609669,active
CHEMBL1366838,COc1ccc(C2C(O)C(c3c[nH]c4ccccc34)=NN2C(=O)CCl)cc1,582.0,582.0,582.0,6.235077015350111,active
CHEMBL1303953,O=C(CCl)Nc1ccc(-c2ccccc2)cc1,587.0,587.0,587.0,6.231361898752386,active
CHEMBL1597039,Cc1ccc(C)c(Sc2ccc(NC(=O)CCl)cc2)c1,602.0,602.0,602.0,6.220403508742176,active
CHEMBL1495539,O=C1c2ccccc2-c2onc3ccc(N4CCCC4)c1c23,606.0,606.0,606.0,6.217527375833714,active
CHEMBL1507448,O=C(CCl)N1c2ccccc2OCC1c1ccccc1,606.0,606.0,606.0,6.217527375833714,active
CHEMBL36536,COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,614.0,614.0,614.0,6.211831628858832,active
CHEMBL1516834,Cc1ccccc1Nc1cc2ccccc2c(O)n1,616.0,616.0,616.0,6.210419287835574,active
CHEMBL1995112,CCOC(=O)c1c(C)oc2c1c(/C=N/CCO)c(O)c1ccccc12,618.0,618.0,618.0,6.209011524911184,active
CHEMBL1403148,COc1ccc(N(C(=O)CCl)C(C(=O)NC2CCCCC2)c2cccnc2)cc1,619.0,619.0,619.0,6.2083093509798815,active
CHEMBL527336,Cc1ccc(NC2=C(N3CCCCC3)C(=O)c3ccccc3C2=O)cc1,619.0,619.0,619.0,6.2083093509798815,active
CHEMBL1734451,CC1=NNC(=O)C1Cc1c(Cl)cccc1Cl,642.0,642.0,642.0,6.192464971931146,active
CHEMBL306946,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,643.0,643.0,643.0,6.191789027075778,active
CHEMBL3191627,CCc1ccc(S(=O)(=O)/N=C2\C=CC(=O)c3ccccc32)cc1,643.0,643.0,643.0,6.191789027075778,active
CHEMBL586029,CCOC(=O)C1CCN(C(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)CC1,645.0,645.0,645.0,6.1904402853647325,active
CHEMBL3189714,Cc1ccccc1NC1=C/C(=N\S(=O)(=O)c2cccs2)c2ccccc2C1=O,654.0,654.0,654.0,6.184422251675732,active
CHEMBL3145001,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(C(=O)O)cc1)c1c(C)[nH]n(-c2ccccc2)c1=O,656.0,656.0,656.0,6.1830961606243395,active
CHEMBL1352586,CCCC(=O)OCCNc1cc(Sc2nc3ccccc3[nH]2)c2nonc2c1[N+](=O)[O-],657.0,657.0,657.0,6.18243463044022,active
CHEMBL1588173,Fc1ccc(Sc2nc(-c3ccccc3)nnc2C(F)(F)F)cc1,660.0,660.0,660.0,6.180456064458131,active
CHEMBL1491865,CC(C)Cc1ccc(-c2cc(O)[nH]n2)cc1,664.0,664.0,664.0,6.1778319206319825,active
CHEMBL175434,NS(=O)(=O)c1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,667.0,667.0,667.0,6.175874166083451,active
CHEMBL1543839,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccccc1Cl,669.0,669.0,669.0,6.174573882232177,active
CHEMBL584626,CCCCNC1=CC(=O)C(=O)c2ccccc21,669.0,669.0,669.0,6.174573882232177,active
CHEMBL1346860,COc1ccc(-c2oc(NC(=O)CCl)c(C#N)c2-c2ccc(OC)cc2)cc1,670.0,670.0,670.0,6.173925197299173,active
CHEMBL1543601,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccsc1,672.0,672.0,672.0,6.172630726946174,active
CHEMBL1524399,CC(C)(C)OC(=O)N1CCC(c2cc(O)[nH]n2)CC1,674.0,674.0,674.0,6.17134010346468,active
CHEMBL1311185,O=C(Nc1ccccc1)C1=C(c2ccccc2)S(=O)(=O)CCS1(=O)=O,682.0,682.0,682.0,6.166215625343521,active
CHEMBL1305307,CCOC(=O)c1nnc(-c2ccccc2)nc1Sc1ccccc1Cl,686.0,686.0,686.0,6.163675884293248,active
CHEMBL3145089,COc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc1OC,688.0,688.0,688.0,6.162411561764489,active
CHEMBL1498329,CCOc1cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4ccccc4)c32)ccc1O,689.0,689.0,689.0,6.161780778092375,active
CHEMBL3196831,O=C(Cc1cc(O)n[nH]1)N/N=C/c1cccc2ccccc12,694.0,694.0,694.0,6.158640529545146,active
CHEMBL1564294,CCOc1cccc(-c2cc(O)[nH]n2)c1,695.0,695.0,695.0,6.158015195409886,active
CHEMBL1464042,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)/C=C/C(=O)O,701.0,701.0,701.0,6.154281982033341,active
CHEMBL1606382,COc1ccc(-c2nnc(Sc3nc4ccccc4o3)c3ccccc23)cc1,703.0,703.0,703.0,6.153044674980176,active
CHEMBL3187596,O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1,707.0,707.0,707.0,6.1505805862031,active
CHEMBL60718,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,712.0,712.0,712.0,6.147520006363143,active
CHEMBL1483627,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)cc1C,716.0,716.0,716.0,6.145086977692145,active
CHEMBL1604350,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,717.0,717.0,717.0,6.1444808443322,active
CHEMBL1501597,Oc1cc(-c2ccc(Br)cc2)[nH]n1,718.0,718.0,718.0,6.1438755557577,active
CHEMBL1547301,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)c(C)c1,718.0,718.0,718.0,6.1438755557577,active
CHEMBL1416184,O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12,722.0,722.0,722.0,6.141462802430361,active
CHEMBL1699978,COc1ccc(NC(=O)Nc2ccc(O)c3ccccc23)cc1,722.0,722.0,722.0,6.141462802430361,active
CHEMBL1453212,CCOC(=O)C1=C(c2ccccc2)O/C(=C(/C#N)C(F)(F)F)S1,723.0,723.0,723.0,6.140861702705469,active
CHEMBL299853,O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,723.0,723.0,723.0,6.140861702705469,active
CHEMBL1540795,CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3,729.0,729.0,729.0,6.137272471682025,active
CHEMBL1399371,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccsc1,731.0,731.0,731.0,6.13608262304214,active
CHEMBL3191689,O=C(N/N=C1\C/C(=N\NC(=O)c2ccncc2)c2ccccc21)c1ccncc1,732.0,732.0,732.0,6.135488918941608,active
CHEMBL1794266,CC1=NN(C)C(=O)C1Cc1c(F)cccc1Cl,740.0,740.0,740.0,6.130768280269024,active
CHEMBL1577004,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,751.0,751.0,751.0,6.124360062995832,active
CHEMBL1489430,CCCc1n[nH]c(O)c1C(c1cccc(Cl)c1)C(C#N)C#N,755.0,755.0,755.0,6.1220530483708115,active
CHEMBL1545034,COc1cccc(-c2cc(O)[nH]n2)c1,757.0,757.0,757.0,6.120904120499928,active
CHEMBL1307882,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,760.0,760.0,760.0,6.119186407719209,active
CHEMBL1730123,O=C(Nc1ccccc1)Nc1ccc(O)c2ccccc12,762.0,762.0,762.0,6.118045028660399,active
CHEMBL1464853,O=C1C(Cl)=C(N2CCCCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1,766.0,766.0,766.0,6.115771230367396,active
CHEMBL3193639,Cc1c(/N=C2\C=CC(=O)c3ccccc32)c(=O)n(-c2ccccc2)n1C,768.0,768.0,768.0,6.114638779968487,active
CHEMBL1558809,Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(=O)c4cccs4)cc3)C2=O)cc1,772.0,772.0,772.0,6.1123826996642645,active
CHEMBL1390139,O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Sc1nc2ccccc2[nH]1,774.0,774.0,774.0,6.111259039317107,active
CHEMBL1451931,O=C1C=C(NCc2ccccc2)c2ccccc2C1=O,774.0,774.0,774.0,6.111259039317107,active
CHEMBL3145178,Cc1cc(=O)n(-c2ccc(O)cc2)[nH]1,774.0,774.0,774.0,6.111259039317107,active
CHEMBL600734,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,776.0,776.0,776.0,6.110138278741811,active
CHEMBL1528844,CCN1C(=O)c2c(C)nc3ccccc3c2C1=O,781.0,781.0,781.0,6.1073489661227,active
CHEMBL1507407,CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CCl)nc1C,790.0,790.0,790.0,6.102372908709558,active
CHEMBL179794,Cc1nc2ccccc2c2c1C(=O)N(C)C2=O,794.0,794.0,794.0,6.100179497572904,active
CHEMBL3193835,C/N=C1\C(=O)c2ccccc2C(O)=C1N(C(C)=O)c1ccc(Br)cc1,795.0,795.0,795.0,6.0996328713435295,active
CHEMBL1487851,COc1ccc(CNc2ccc3c[nH]nc3c2)c(OC)c1OC,797.0,797.0,797.0,6.098541678603888,active
CHEMBL1403980,COc1cc2c(cc1OC)C(c1cc(Br)ccc1F)N(C(=O)CCl)CC2,800.0,800.0,800.0,6.096910013008056,active
CHEMBL1348813,O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21,804.0,804.0,804.0,6.094743951251549,active
CHEMBL3145109,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O,805.0,805.0,805.0,6.094204119632131,active
CHEMBL1409956,COc1cccc(C(c2c(C)nn(-c3ccccc3)c2O)c2c(C)nn(-c3ccccc3)c2O)c1OC,810.0,810.0,810.0,6.0915149811213505,active
CHEMBL3197333,COc1cc(/C=N/NC(=O)CC2(C)OCCCO2)ccc1OCc1ccccc1,810.0,810.0,810.0,6.0915149811213505,active
CHEMBL1567635,O=C(CCl)N(Cc1ccccc1)c1ccccc1,813.0,813.0,813.0,6.089909454405932,active
CHEMBL1486332,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)CCl)c1ccc(F)cc1,816.0,816.0,816.0,6.088309841246138,active
CHEMBL3145155,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,829.0,829.0,829.0,6.081445469449727,active
CHEMBL1567226,Oc1cc(-c2cccc3ccccc23)[nH]n1,834.0,834.0,834.0,6.078833949362261,active
CHEMBL1480387,CCOC(=O)CNc1nnc(SCC(=O)OCC)nc1O,845.0,845.0,845.0,6.073143291050307,active
CHEMBL1325021,COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,846.0,846.0,846.0,6.0726296369609765,active
CHEMBL1309241,Cc1nc2ccccc2c2c1C(=O)N(C(C)C)C2=O,851.0,851.0,851.0,6.070070439915412,active
CHEMBL566068,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,852.0,852.0,852.0,6.0695604052333,active
CHEMBL3145176,Cc1nn(-c2ccc(F)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,856.0,856.0,856.0,6.0675262353228465,active
CHEMBL1478578,O=C(Nc1ccccc1)NN(C(=O)CCl)c1ccccc1,861.0,861.0,861.0,6.064996848546345,active
CHEMBL1349727,O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1,862.0,862.0,862.0,6.064492734175287,active
CHEMBL1571123,Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,880.0,880.0,880.0,6.055517327849831,active
CHEMBL1338304,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)n1,889.0,889.0,889.0,6.051098239029786,active
CHEMBL3189511,CC(=O)Nc1ccccc1NC(=O)C/C(C)=N/NC(=O)C(=O)N1CCCCC1,891.0,891.0,891.0,6.050122295963125,active
CHEMBL339561,Cc1ccccc1-c1cc2c(nn1)-c1ccccc1C2=O,891.0,891.0,891.0,6.050122295963125,active
CHEMBL1389480,CCCCCCCN(C(=O)CCl)c1ccccc1C,893.0,893.0,893.0,6.049148541111453,active
CHEMBL3144884,Cc1nn(-c2ccc(Cl)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(Cl)cc2)c1=O,897.0,897.0,897.0,6.047207556955907,active
CHEMBL1575531,Cc1ccccc1-n1ncc2c([N+](=O)[O-])cc([N+](=O)[O-])cc21,911.0,911.0,911.0,6.040481623027002,active
CHEMBL3192106,CSC(=N/c1cc(Cl)ccc1Cl)/C(C#N)=C(/O)c1ccco1,912.0,912.0,912.0,6.0400051616715835,active
CHEMBL1343392,Cc1ccc(C(=O)OCn2ncc(Cl)c(Cl)c2=O)cc1,924.0,924.0,924.0,6.0343280287798935,active
CHEMBL1443601,COC(=O)c1ccc2c(c1O)C(=O)c1ccccc1C2=O,925.0,925.0,925.0,6.0338582672609675,active
CHEMBL1308404,O=[N+]([O-])c1c(Nc2ccc(O)cc2)cc(Cl)c2nonc12,926.0,926.0,926.0,6.033389013318065,active
CHEMBL3144932,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1O)c1c(C)[nH]n(-c2ccccc2)c1=O,931.0,931.0,931.0,6.031050319018657,active
CHEMBL1351542,CN1CCN(C(c2ccc(C(F)(F)F)cc2)c2cc(Cl)c3cccnc3c2O)CC1,932.0,932.0,932.0,6.030584087646019,active
CHEMBL1440300,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)[S+]([O-])c1ccccc1,935.0,935.0,935.0,6.029188389127482,active
CHEMBL3193655,CC(/C=N/NC(=O)Cc1cc(O)[nH]n1)=C\c1ccccc1,935.0,935.0,935.0,6.029188389127482,active
CHEMBL1572967,O=C(OCn1ncc(Cl)c(Cl)c1=O)c1ccc(F)cc1,938.0,938.0,938.0,6.027797161620935,active
CHEMBL1372574,Cc1ccc(S(=O)(=O)Nc2c(O)ccc3ccccc23)cc1,939.0,939.0,939.0,6.027334407733889,active
CHEMBL1341756,Cc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1,943.0,943.0,943.0,6.0254883072626715,active
CHEMBL1421313,Fc1ccc(Nc2nc(Oc3ccccc3F)nc(N3CCCC3)n2)cc1,946.0,946.0,946.0,6.024108863598207,active
CHEMBL1383632,CC(C)(C)c1cc[n+](C2=C([N-]S(=O)(=O)c3cccs3)C(=O)c3ccccc3C2=O)cc1,950.0,950.0,950.0,6.022276394711152,active
CHEMBL1445372,O=c1c(Cl)nc2cc(Cl)ccc2n1CCNc1ncc(C(F)(F)F)cc1Cl,951.0,951.0,951.0,6.021819483062586,active
CHEMBL478754,COc1cc2c(cc1OC)-c1c3c(cc4c1[C@@H](C2)N(C)CC4)OCO3,952.0,952.0,952.0,6.021363051615525,active
CHEMBL1519374,O=C1C(Cl)=C(Nc2ccc3c[nH]nc3c2)C(=O)c2ccccc21,955.0,955.0,955.0,6.019996628416253,active
CHEMBL1498136,O=[N+]([O-])c1ccc(Oc2cccc(F)c2)c2ccncc12,956.0,956.0,956.0,6.0195421077239,active
CHEMBL1362565,O=C(NC1CCCC1)C(c1ccc(F)cc1)N(Cc1ccc(Cl)cc1)C(=O)CCl,965.0,965.0,965.0,6.015472686656207,active
CHEMBL1447306,CC1=NNC(=O)/C1=C\c1cn(-c2ccccc2)nc1-c1ccccc1,978.0,978.0,978.0,6.009661145212398,active
CHEMBL1520852,Cc1cc(C)cc(Cn2ncc(Cl)c(Cl)c2=O)c1,985.0,985.0,985.0,6.006563769502389,active
CHEMBL1572001,CC(C)(C)c1ccc(-n2nc(C#N)c(Cl)cc2=O)cc1,989.0,989.0,989.0,6.004803708402821,active
CHEMBL1362714,CC1(C)Nc2ccc(O)cc2-c2c1ssc2=S,998.0,998.0,998.0,6.000869458712629,active
CHEMBL1373577,Cc1ccc(NC2=CC(=O)C(=O)c3ccccc32)cc1,999.0,999.0,999.0,6.000434511774017,active
CHEMBL1416089,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)n1,1000.0,1000.0,1000.0,6.0,active
CHEMBL1313412,Oc1cc(-c2ccc(C3CCCCC3)cc2)[nH]n1,1010.0,1010.0,1010.0,5.995678626217357,intermediate
CHEMBL1529115,Cc1ccc(NC(=O)C2=C(c3ccccc3)S(=O)(=O)CCS2(=O)=O)cc1,1010.0,1010.0,1010.0,5.995678626217357,intermediate
CHEMBL1573427,Cc1ccc(SCC2=NNC(=O)C2)cc1,1010.0,1010.0,1010.0,5.995678626217357,intermediate
CHEMBL3145223,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccc(O)c([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O,1010.0,1010.0,1010.0,5.995678626217357,intermediate
CHEMBL590691,CC(=O)N(C1=C(N2CCOCC2)C(=O)c2ccccc2C1=O)c1ccc(C(=O)O)cc1,1010.0,1010.0,1010.0,5.995678626217357,intermediate
CHEMBL1380801,O=[N+]([O-])c1c(Nc2ccccn2)cc(Cl)c2nonc12,1020.0,1020.0,1020.0,5.991399828238082,intermediate
CHEMBL1472280,Cc1nc2ccccc2c2c1C(=O)N(Cc1cccnc1)C2=O,1020.0,1020.0,1020.0,5.991399828238082,intermediate
CHEMBL1526410,NC(=O)c1c(-c2cccs2)csc1N,1020.0,1020.0,1020.0,5.991399828238082,intermediate
CHEMBL3144926,COc1ccc(-c2cc(=O)n(CCC#N)[nH]2)cc1,1020.0,1020.0,1020.0,5.991399828238082,intermediate
CHEMBL3192957,O=C(Cc1cc(O)n[nH]1)N/N=C/C(Cl)=C/c1ccccc1,1020.0,1020.0,1020.0,5.991399828238082,intermediate
CHEMBL1423623,C#CCOc1ccc(Br)cc1C(c1c(C)n[nH]c1O)c1c(C)n[nH]c1O,1030.0,1030.0,1030.0,5.987162775294828,intermediate
CHEMBL1478235,CC(=O)Nc1cc(OC(=O)c2ccco2)cc(OC(=O)c2ccco2)c1,1030.0,1030.0,1030.0,5.987162775294828,intermediate
CHEMBL1557820,Clc1ccc(-n2nnnc2Sc2ncnc3sccc23)cc1,1030.0,1030.0,1030.0,5.987162775294828,intermediate
CHEMBL1526966,CCn1c(-c2ccccc2)c(C(=O)CCl)c2ccccc21,1050.0,1050.0,1050.0,5.978810700930062,intermediate
CHEMBL3145082,CCCCn1[nH]c(-c2ccccc2)cc1=O,1050.0,1050.0,1050.0,5.978810700930062,intermediate
CHEMBL1330013,CCCc1noc2c1C(c1ccoc1)C(C#N)=C(N)N2,1060.0,1060.0,1060.0,5.97469413473523,intermediate
CHEMBL1462675,O=C(CCl)Nc1c(C(=O)Nc2ccc3c(c2)OCCO3)oc2ccccc12,1060.0,1060.0,1060.0,5.97469413473523,intermediate
CHEMBL1445192,COc1cccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)c1,1070.0,1070.0,1070.0,5.97061622231479,intermediate
CHEMBL1490942,CCc1cc(C(=O)c2ccc(C)cc2)c(NC(=O)CCl)s1,1070.0,1070.0,1070.0,5.97061622231479,intermediate
CHEMBL1548898,O=C(NC1CCCC1)C(c1ccc(Cl)cc1)N(Cc1ccc(F)cc1)C(=O)CCl,1070.0,1070.0,1070.0,5.97061622231479,intermediate
CHEMBL1612699,Cc1n[nH]c2c1C1(CCN(Cc3ccccc3)CC1)C(C#N)=C(N)O2,1070.0,1070.0,1070.0,5.97061622231479,intermediate
CHEMBL1439124,CCSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(F)cc3)ncc2Cl)s1,1080.0,1080.0,1080.0,5.96657624451305,intermediate
CHEMBL1562304,O=C(CCl)N1CCN2C(=O)c3ccccc3C12c1ccc(Cl)cc1,1080.0,1080.0,1080.0,5.96657624451305,intermediate
CHEMBL576208,Cc1oc2c(c1C(=O)N1CCC(C)CC1)C(=O)c1ccccc1C2=O,1090.0,1090.0,1090.0,5.962573502059376,intermediate
CHEMBL1367316,COc1cccc(-n2nnnc2S(C)(=O)=O)c1,1100.0,1100.0,1100.0,5.958607314841775,intermediate
CHEMBL1611931,Oc1cnn(-c2ccccc2)c1,1100.0,1100.0,1100.0,5.958607314841775,intermediate
CHEMBL1332119,Cc1onc(-c2ccccc2)c1-c1nc2ccccc2c(=O)o1,1110.0,1110.0,1110.0,5.954677021213342,intermediate
CHEMBL1407961,CCC1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2nc(S(C)(=O)=O)ncc2Cl)cc1,1110.0,1110.0,1110.0,5.954677021213342,intermediate
CHEMBL1438890,Cc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccs4)c32)cc1,1120.0,1120.0,1120.0,5.950781977329818,intermediate
CHEMBL127757,O=C1c2ccccc2-c2nnc(-c3ccc(O)cc3)cc21,1130.0,1130.0,1130.0,5.94692155651658,intermediate
CHEMBL1301700,COc1cc(C2CC(c3cccs3)=NN2C(=O)CCl)ccc1OC(F)F,1130.0,1130.0,1130.0,5.94692155651658,intermediate
CHEMBL1556583,Cn1c(SCC(=O)NCC2CCCO2)ncc(C(=O)Nc2ccc(Cl)cc2)c1=O,1130.0,1130.0,1130.0,5.94692155651658,intermediate
CHEMBL1710140,Cc1ccccc1-c1nc(CN(C)C(C)c2ccon2)c(C)o1,1150.0,1150.0,1150.0,5.939302159646388,intermediate
CHEMBL1365118,COC1=C(Nc2ccc(O)cc2)C(=O)c2ccccc2C1=O,1160.0,1160.0,1160.0,5.935542010773082,intermediate
CHEMBL1504305,CC(C)c1n[nH]c2c1C1(CCN(Cc3ccccc3)CC1)C(C#N)=C(N)O2,1160.0,1160.0,1160.0,5.935542010773082,intermediate
CHEMBL1733991,O=S(=O)(Nc1c(O)ccc2ccccc12)c1ccc(F)cc1,1160.0,1160.0,1160.0,5.935542010773082,intermediate
CHEMBL1416543,Cc1ccccc1C(CC(=O)c1cccs1)C(C#N)C#N,1170.0,1170.0,1170.0,5.931814138253838,intermediate
CHEMBL1420116,O=[N+]([O-])c1ccc(Oc2cccc(Br)c2)c2ccncc12,1170.0,1170.0,1170.0,5.931814138253838,intermediate
CHEMBL1472327,CC1(C)Cc2ccccc2C2=NNC(=O)C2=N1,1170.0,1170.0,1170.0,5.931814138253838,intermediate
CHEMBL1503634,COc1ccc(O)c(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)c1,1170.0,1170.0,1170.0,5.931814138253838,intermediate
CHEMBL1526067,O=[N+]([O-])c1cc([N+](=O)[O-])c2cc3ccccc3nc2c1,1170.0,1170.0,1170.0,5.931814138253838,intermediate
CHEMBL43128,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,1170.0,1170.0,1170.0,5.931814138253838,intermediate
